Handle,Title,Body (HTML),Vendor,Standard Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
off-white-with-brown-wilderness-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/off-white-with-brown-wilderness-satchel-bag-back-scaled.jpg?v=1628073596,5,,,,,,,,,,,,,,,,,,,,,,
off-white-with-brown-wilderness-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/off-white-with-brown-wilderness-satchel-bag-inside.jpg?v=1628073596,6,,,,,,,,,,,,,,,,,,,,,,
off-white-with-brown-wilderness-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/off-white-with-brown-model-wilderness-satchel-bag.jpg?v=1628073597,7,,,,,,,,,,,,,,,,,,,,,,
black-wilderness-satchel-bag,Black wilderness satchel bag,"",RTW,,,Shoulder bags,true,Title,Default Title,,,,,DTGF-06,0.0,shopify,0,continue,manual,45.99,73.99,true,false,'74000593,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/black-wilderness-satchel-bag-front-scaled.jpg?v=1628073588,1,,false,,,,,,,,,,,,,,,,,kg,,,active
black-wilderness-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/black-main-wilderness-satchel-bag-scaled-MODEL.jpg?v=1628073588,2,,,,,,,,,,,,,,,,,,,,,,
black-wilderness-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/black-wilderness-satchel-bag-quarter-scaled.jpg?v=1628073588,3,,,,,,,,,,,,,,,,,,,,,,
black-wilderness-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/black-wilderness-satchel-bag-front2-scaled.jpg?v=1628073588,4,,,,,,,,,,,,,,,,,,,,,,
black-wilderness-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/black-wilderness-satchel-bag-back-scaled.jpg?v=1628073588,5,,,,,,,,,,,,,,,,,,,,,,
black-wilderness-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/black-wilderness-satchel-bag-inside.jpg?v=1628073588,6,,,,,,,,,,,,,,,,,,,,,,
black-wilderness-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/black-model-wilderness-satchel-bag.jpg?v=1628073588,7,,,,,,,,,,,,,,,,,,,,,,
burgundy-wilderness-satchel-bag,Burgundy wilderness satchel bag,"",RTW,,,Shoulder bags,true,Title,Default Title,,,,,DTGF-02,0.0,shopify,0,continue,manual,45.99,73.99,true,false,'73902289,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/burgundy-wilderness-satchel-bag-front-scaled.jpg?v=1628073580,1,,false,,,,,,,,,,,,,,,,,kg,,,active
burgundy-wilderness-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/burgundy-main-wilderness-satchel-bag-scaled-MODEL.jpg?v=1628073580,2,,,,,,,,,,,,,,,,,,,,,,
burgundy-wilderness-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/burgundy-wilderness-satchel-bag-quarter-scaled.jpg?v=1628073580,3,,,,,,,,,,,,,,,,,,,,,,
burgundy-wilderness-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/burgundy-wilderness-satchel-bag-front2-scaled.jpg?v=1628073580,4,,,,,,,,,,,,,,,,,,,,,,
burgundy-wilderness-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/burgundy-wilderness-satchel-bag-back-scaled.jpg?v=1628073580,5,,,,,,,,,,,,,,,,,,,,,,
burgundy-wilderness-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/burgundy-wilderness-satchel-bag-inside.jpg?v=1628073580,6,,,,,,,,,,,,,,,,,,,,,,
burgundy-wilderness-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/burgundy-model-wilderness-satchel-bag.jpg?v=1628073580,7,,,,,,,,,,,,,,,,,,,,,,
red-multi-compartment-satchel-bag,Red multi compartment satchel bag,"",RTW,,,"Cross-body bags, Handbags",true,Title,Default Title,,,,,DCHC-01,0.0,shopify,0,continue,manual,43.99,72.99,true,false,'73771217,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Red-quarter-multi-compartment-satchel-bag2.jpg?v=1628073571,1,,false,,,,,,,,,,,,,,,,,kg,,,active
red-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Red-quarter-multi-compartment-satchel-bagMODEL.jpg?v=1628073571,2,,,,,,,,,,,,,,,,,,,,,,
red-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Red-main-multi-compartment-satchel-bag2.jpg?v=1628073571,3,,,,,,,,,,,,,,,,,,,,,,
red-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Red-front-multi-compartment-satchel-bag2.jpg?v=1628073571,4,,,,,,,,,,,,,,,,,,,,,,
red-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Red-back-multi-compartment-satchel-bag2.jpg?v=1628073571,5,,,,,,,,,,,,,,,,,,,,,,
red-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Red-side-multi-compartment-satchel-bag2.jpg?v=1628073571,6,,,,,,,,,,,,,,,,,,,,,,
red-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Red-base-multi-compartment-satchel-bag2.jpg?v=1628073571,7,,,,,,,,,,,,,,,,,,,,,,
red-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Red-inside-multi-compartment-satchel-bag2.jpg?v=1628073571,8,,,,,,,,,,,,,,,,,,,,,,
red-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/red-model-multi-compartment-satchel-bag.jpg?v=1628073571,9,,,,,,,,,,,,,,,,,,,,,,
fire-multi-compartment-satchel-bag,Fire multi compartment satchel bag,"",RTW,,,"Cross-body bags, Handbags",true,Title,Default Title,,,,,DCHC-02,0.0,shopify,0,continue,manual,43.99,72.99,true,false,'73640145,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Fire-quarter-multi-compartment-satchel-bag2.jpg?v=1628073561,1,,false,,,,,,,,,,,,,,,,,kg,,,active
fire-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/fire-model-multi-compartment-satchel-bag.jpg?v=1628073561,2,,,,,,,,,,,,,,,,,,,,,,
fire-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Fire-main-multi-compartment-satchel-bag2.jpg?v=1628073561,3,,,,,,,,,,,,,,,,,,,,,,
fire-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Fire-front-multi-compartment-satchel-bag2.jpg?v=1628073561,4,,,,,,,,,,,,,,,,,,,,,,
fire-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Fire-back-multi-compartment-satchel-bag2.jpg?v=1628073561,5,,,,,,,,,,,,,,,,,,,,,,
fire-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Fire-side-multi-compartment-satchel-bag2.jpg?v=1628073561,6,,,,,,,,,,,,,,,,,,,,,,
fire-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Fire-base-multi-compartment-satchel-bag2.jpg?v=1628073561,7,,,,,,,,,,,,,,,,,,,,,,
fire-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Fire-inside-multi-compartment-satchel-bag2.jpg?v=1628073561,8,,,,,,,,,,,,,,,,,,,,,,
off-white-with-brown-multi-compartment-satchel-bag,Off-white with brown multi compartment satchel bag,"",RTW,,,"Cross-body bags, Handbags",true,Title,Default Title,,,,,DCHC-03,0.0,shopify,0,continue,manual,43.99,72.99,true,false,'73509073,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Off-white-with-brown-quarter-multi-compartment-satchel-bag2.jpg?v=1628073551,1,,false,,,,,,,,,,,,,,,,,kg,,,active
off-white-with-brown-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Off-white-with-brown-quarter-multi-compartment-satchel-bagMODEL.jpg?v=1628073551,2,,,,,,,,,,,,,,,,,,,,,,
off-white-with-brown-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Off-white-with-brown-main-multi-compartment-satchel-bag2.jpg?v=1628073551,3,,,,,,,,,,,,,,,,,,,,,,
off-white-with-brown-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Off-white-with-brown-front-multi-compartment-satchel-bag2.jpg?v=1628073551,4,,,,,,,,,,,,,,,,,,,,,,
off-white-with-brown-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Off-white-with-brown-back-multi-compartment-satchel-bag2.jpg?v=1628073551,5,,,,,,,,,,,,,,,,,,,,,,
off-white-with-brown-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Off-white-with-brown-side-multi-compartment-satchel-bag2.jpg?v=1628073551,6,,,,,,,,,,,,,,,,,,,,,,
off-white-with-brown-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Off-white-with-brown-base-multi-compartment-satchel-bag2.jpg?v=1628073551,7,,,,,,,,,,,,,,,,,,,,,,
off-white-with-brown-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Off-white-with-brown-inside-multi-compartment-satchel-bag2.jpg?v=1628073551,8,,,,,,,,,,,,,,,,,,,,,,
off-white-with-brown-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/off-white-with-brown-model-multi-compartment-satchel-bag.jpg?v=1628073551,9,,,,,,,,,,,,,,,,,,,,,,
burgundy-suede-with-pink-multi-compartment-satchel-bag,Burgundy suede with pink multi compartment satchel bag,"",RTW,,,"Cross-body bags, Handbags",true,Title,Default Title,,,,,DCHC-04,0.0,shopify,1,continue,manual,43.99,72.99,true,false,'73279697,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Burgundy-suede-with-pink-quarter-multi-compartment-satchel-bag2.jpg?v=1628073541,1,,false,,,,,,,,,,,,,,,,,kg,,,active
burgundy-suede-with-pink-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Burgundy-suede-with-pink-quarter-multi-compartment-satchel-bagMODEL.jpg?v=1628073541,2,,,,,,,,,,,,,,,,,,,,,,
burgundy-suede-with-pink-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Burgundy-suede-with-pink-main-multi-compartment-satchel-bag2.jpg?v=1628073541,3,,,,,,,,,,,,,,,,,,,,,,
burgundy-suede-with-pink-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Burgundy-suede-with-pink-front-multi-compartment-satchel-bag2.jpg?v=1628073541,4,,,,,,,,,,,,,,,,,,,,,,
burgundy-suede-with-pink-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Burgundy-suede-with-pink-back-multi-compartment-satchel-bag2.jpg?v=1628073541,5,,,,,,,,,,,,,,,,,,,,,,
burgundy-suede-with-pink-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Burgundy-suede-with-pink-side-multi-compartment-satchel-bag2.jpg?v=1628073541,6,,,,,,,,,,,,,,,,,,,,,,
burgundy-suede-with-pink-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Burgundy-suede-with-pink-base-multi-compartment-satchel-bag2.jpg?v=1628073541,7,,,,,,,,,,,,,,,,,,,,,,
burgundy-suede-with-pink-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Burgundy-suede-with-pink-inside-multi-compartment-satchel-bag2.jpg?v=1628073541,8,,,,,,,,,,,,,,,,,,,,,,
burgundy-suede-with-pink-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/burgundy-suede-with-pink--model-multi-compartment-satchel-bag.jpg?v=1628073541,9,,,,,,,,,,,,,,,,,,,,,,
pink-multi-compartment-satchel-bag,Pink multi compartment satchel bag,"",RTW,,,"Cross-body bags, Handbags",true,Title,Default Title,,,,,DCHC-05,0.0,shopify,0,continue,manual,43.99,72.99,true,false,'73148625,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Pink-quarter-multi-compartment-satchel-bag2.jpg?v=1628073531,1,,false,,,,,,,,,,,,,,,,,kg,,,active
pink-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Pink-quarter-multi-compartment-satchel-bagMODEL.jpg?v=1628073531,2,,,,,,,,,,,,,,,,,,,,,,
pink-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Pink-main-multi-compartment-satchel-bag2.jpg?v=1628073531,3,,,,,,,,,,,,,,,,,,,,,,
pink-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Pink-front-multi-compartment-satchel-bag2.jpg?v=1628073531,4,,,,,,,,,,,,,,,,,,,,,,
pink-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Pink-back-multi-compartment-satchel-bag2.jpg?v=1628073531,5,,,,,,,,,,,,,,,,,,,,,,
pink-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Pink-side-multi-compartment-satchel-bag2.jpg?v=1628073531,6,,,,,,,,,,,,,,,,,,,,,,
pink-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Pink-base-multi-compartment-satchel-bag2.jpg?v=1628073531,7,,,,,,,,,,,,,,,,,,,,,,
pink-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Pink-inside-multi-compartment-satchel-bag2.jpg?v=1628073531,8,,,,,,,,,,,,,,,,,,,,,,
pink-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/pink-model-multi-compartment-satchel-bag.jpg?v=1628073531,9,,,,,,,,,,,,,,,,,,,,,,
brown-multi-compartment-satchel-bag,Brown multi compartment satchel bag,"",RTW,,,"Cross-body bags, Handbags",true,Title,Default Title,,,,,DCHC-06,0.0,shopify,0,continue,manual,43.99,72.99,true,false,'72984785,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Brown-quarter-multi-compartment-satchel-bag2.jpg?v=1628073520,1,,false,,,,,,,,,,,,,,,,,kg,,,active
brown-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Brown-quarter-multi-compartment-satchel-bagMODEDL.jpg?v=1628073520,2,,,,,,,,,,,,,,,,,,,,,,
brown-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Brown-main-multi-compartment-satchel-bag2.jpg?v=1628073520,3,,,,,,,,,,,,,,,,,,,,,,
brown-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Brown-front-multi-compartment-satchel-bag2.jpg?v=1628073520,4,,,,,,,,,,,,,,,,,,,,,,
brown-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Brown-back-multi-compartment-satchel-bag2.jpg?v=1628073520,5,,,,,,,,,,,,,,,,,,,,,,
brown-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Brown-side-multi-compartment-satchel-bag2.jpg?v=1628073520,6,,,,,,,,,,,,,,,,,,,,,,
brown-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Brown-base-multi-compartment-satchel-bag2.jpg?v=1628073520,7,,,,,,,,,,,,,,,,,,,,,,
brown-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Brown-inside-multi-compartment-satchel-bag2.jpg?v=1628073520,8,,,,,,,,,,,,,,,,,,,,,,
brown-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/brown-model-multicompartment-satchel-bag.jpg?v=1628073520,9,,,,,,,,,,,,,,,,,,,,,,
dark-brown-suede-multi-compartment-satchel-bag,Dark brown suede multi compartment satchel bag,"",RTW,,,"Cross-body bags, Handbags",true,Title,Default Title,,,,,DCHC-07,0.0,shopify,1,continue,manual,43.99,72.99,true,false,'72788177,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/dark-brown-suede-quarter-multiple-compartment-satchel-bag.jpg?v=1628073510,1,,false,,,,,,,,,,,,,,,,,kg,,,active
dark-brown-suede-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Dark-brown-suede-quarter-multi-compartment-satchel-bagMODEL.jpg?v=1628073510,2,,,,,,,,,,,,,,,,,,,,,,
dark-brown-suede-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Dark-brown-suede-main-multi-compartment-satchel-bag2.jpg?v=1628073510,3,,,,,,,,,,,,,,,,,,,,,,
dark-brown-suede-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Dark-brown-suede-front-multi-compartment-satchel-bag2.jpg?v=1628073510,4,,,,,,,,,,,,,,,,,,,,,,
dark-brown-suede-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Dark-brown-suede-back-multi-compartment-satchel-bag2.jpg?v=1628073510,5,,,,,,,,,,,,,,,,,,,,,,
dark-brown-suede-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Dark-brown-suede-side-multi-compartment-satchel-bag2-1.jpg?v=1628073510,6,,,,,,,,,,,,,,,,,,,,,,
dark-brown-suede-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Dark-brown-suede-base-multi-compartment-satchel-bag2.jpg?v=1628073510,7,,,,,,,,,,,,,,,,,,,,,,
dark-brown-suede-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Dark-brown-suede-inside-multi-compartment-satchel-bag2.jpg?v=1628073510,8,,,,,,,,,,,,,,,,,,,,,,
dark-brown-suede-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/dark-brown-model-suede-multi-compartment-satchel-bag.jpg?v=1628073510,9,,,,,,,,,,,,,,,,,,,,,,
black-with-burgundy-multi-compartment-satchel-bag,Black with burgundy multi compartment satchel bag,"",RTW,,,"Cross-body bags, Handbags",true,Title,Default Title,,,,,DCHC-08,0.0,shopify,0,continue,manual,43.99,72.99,true,false,'72657105,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Black-with-burgundy-quarter-multi-compartment-satchel-bag2.jpg?v=1628073499,1,,false,,,,,,,,,,,,,,,,,kg,,,active
black-with-burgundy-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Black-with-burgundy-quarter-multi-compartment-satchel-bagMODEL.jpg?v=1628073499,2,,,,,,,,,,,,,,,,,,,,,,
black-with-burgundy-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Black-with-burgundy-main-multi-compartment-satchel-bag2.jpg?v=1628073499,3,,,,,,,,,,,,,,,,,,,,,,
black-with-burgundy-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Black-with-burgundy-front-multi-compartment-satchel-bag2.jpg?v=1628073499,4,,,,,,,,,,,,,,,,,,,,,,
black-with-burgundy-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Black-with-burgundy-back-multi-compartment-satchel-bag2.jpg?v=1628073499,5,,,,,,,,,,,,,,,,,,,,,,
black-with-burgundy-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Black-with-burgundy-side-multi-compartment-satchel-bag2.jpg?v=1628073499,6,,,,,,,,,,,,,,,,,,,,,,
black-with-burgundy-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Black-with-burgundy-base-multi-compartment-satchel-bag2.jpg?v=1628073499,7,,,,,,,,,,,,,,,,,,,,,,
black-with-burgundy-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Black-with-burgundy-inside-multi-compartment-satchel-bag2.jpg?v=1628073499,8,,,,,,,,,,,,,,,,,,,,,,
black-with-burgundy-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/black-with-burgundy-model-multi-compartment-satchel-bag.jpg?v=1628073499,9,,,,,,,,,,,,,,,,,,,,,,
black-suede-multi-compartment-satchel-bag,Black suede multi compartment satchel bag,"",RTW,,,"Cross-body bags, Handbags",true,Title,Default Title,,,,,DCHC-09,0.0,shopify,1,continue,manual,43.99,72.99,true,false,'72132817,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Black-suede-quarter-multi-compartment-satchel-bag2.jpg?v=1628073489,1,,false,,,,,,,,,,,,,,,,,kg,,,active
black-suede-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Black-suede-quarter-multi-compartment-satchel-bagMODEL.jpg?v=1628073489,2,,,,,,,,,,,,,,,,,,,,,,
black-suede-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Black-suede-main-multi-compartment-satchel-bag2.jpg?v=1628073489,3,,,,,,,,,,,,,,,,,,,,,,
black-suede-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Black-suede-front-multi-compartment-satchel-bag2.jpg?v=1628073489,4,,,,,,,,,,,,,,,,,,,,,,
black-suede-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Black-suede-back-multi-compartment-satchel-bag2.jpg?v=1628073489,5,,,,,,,,,,,,,,,,,,,,,,
black-suede-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Black-suede-side-multi-compartment-satchel-bag2.jpg?v=1628073489,6,,,,,,,,,,,,,,,,,,,,,,
black-suede-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Black-suede-base-multi-compartment-satchel-bag2.jpg?v=1628073489,7,,,,,,,,,,,,,,,,,,,,,,
black-suede-multi-compartment-satchel-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Black-suede-inside-multi-compartment-satchel-bag2.jpg?v=1628073489,8,,,,,,,,,,,,,,,,,,,,,,
